SWAT 59988199552000 5400000
SWAT 59988285952000 5400000
SAST 60026394600000 7200000
SAST 61274707200000 10800000
SAST 61290428400000 7200000
CAT 62773653600000 7200000
WAT 62901007200000 3600000
WAST 62914323600000 7200000
WAT 62932464000000 3600000
WAST 62945773200000 7200000
WAT 62964518400000 3600000
WAST 62977222800000 7200000
WAT 62995968000000 3600000
WAST 63009277200000 7200000
WAT 63027417600000 3600000
WAST 63040726800000 7200000
WAT 63058867200000 3600000
WAST 63072176400000 7200000
WAT 63090316800000 3600000
WAST 63103626000000 7200000
WAT 63121766400000 3600000
WAST 63135075600000 7200000
WAT 63153820800000 3600000
WAST 63166525200000 7200000
WAT 63185270400000 3600000
WAST 63198579600000 7200000
WAT 63216720000000 3600000
WAST 63230029200000 7200000
WAT 63248169600000 3600000
WAST 63261478800000 7200000
WAT 63279619200000 3600000
WAST 63292928400000 7200000
WAT 63311068800000 3600000
WAST 63324378000000 7200000
WAT 63343123200000 3600000
WAST 63356432400000 7200000
WAT 63374572800000 3600000
WAST 63387882000000 7200000
WAT 63406022400000 3600000
WAST 63419331600000 7200000
WAT 63437472000000 3600000
WAST 63450781200000 7200000
WAT 63468921600000 3600000
WAST 63482230800000 7200000
WAT 63500976000000 3600000
WAST 63513680400000 7200000
WAT 63532425600000 3600000
WAST 63545734800000 7200000
WAT 63563875200000 3600000
WAST 63577184400000 7200000
WAT 63595324800000 3600000
WAST 63608634000000 7200000
WAT 63626774400000 3600000
WAST 63640083600000 7200000
WAT 63658224000000 3600000
WAST 63671533200000 7200000
WAT 63690278400000 3600000
WAST 63702982800000 7200000
WAT 63721728000000 3600000
WAST 63735037200000 7200000
WAT 63753177600000 3600000
WAST 63766486800000 7200000
WAT 63784627200000 3600000
WAST 63797936400000 7200000
WAT 63816076800000 3600000
WAST 63829386000000 7200000
WAT 63848131200000 3600000
WAST 63860835600000 7200000
WAT 63879580800000 3600000
WAST 63892890000000 7200000
WAT 63911030400000 3600000
WAST 63924339600000 7200000
WAT 63942480000000 3600000
WAST 63955789200000 7200000
WAT 63973929600000 3600000
WAST 63987238800000 7200000
WAT 64005379200000 3600000
WAST 64018688400000 7200000
WAT 64037433600000 3600000
WAST 64050138000000 7200000
WAT 64068883200000 3600000
WAST 64082192400000 7200000
WAT 64100332800000 3600000
WAST 64113642000000 7200000
WAT 64131782400000 3600000
WAST 64145091600000 7200000
WAT 64163232000000 3600000
WAST 64176541200000 7200000
WAT 64194681600000 3600000
WAST 64207990800000 7200000
WAT 64226736000000 3600000
WAST 64240045200000 7200000
WAT 64258185600000 3600000
WAST 64271494800000 7200000
WAST 64283080447000 7200000
WAST 64283166847000 7200000
