PPMT 59988199552000 -17340000
PPMT 59988285952000 -17340000
EST 60465199740000 -18000000
EDT 62556901200000 -14400000
EST 62572017600000 -18000000
EDT 62587746000000 -14400000
EST 62603467200000 -18000000
EDT 62619195600000 -14400000
EST 62634916800000 -18000000
EDT 62650645200000 -14400000
EST 62666366400000 -18000000
EDT 62682094800000 -14400000
EST 62697816000000 -18000000
EDT 62711733600000 -14400000
EST 62729877600000 -18000000
EDT 62743183200000 -14400000
EST 62761327200000 -18000000
EDT 62774632800000 -14400000
EST 62792776800000 -18000000
EDT 62806687200000 -14400000
EST 62824226400000 -18000000
EDT 62838136800000 -14400000
EST 62855676000000 -18000000
EDT 62869586400000 -14400000
EST 62887730400000 -18000000
EDT 62901036000000 -14400000
EST 62919180000000 -18000000
EDT 62932485600000 -14400000
EST 62950629600000 -18000000
EDT 62964540000000 -14400000
EST 62982079200000 -18000000
EDT 62995989600000 -14400000
EST 63013528800000 -18000000
EDT 63248187600000 -14400000
EST 63266328000000 -18000000
EDT 63279637200000 -14400000
EST 63297777600000 -18000000
EDT 63467132400000 -14400000
EST 63487692000000 -18000000
EDT 63498582000000 -14400000
EST 63519141600000 -18000000
EDT 63530031600000 -14400000
EST 63550591200000 -18000000
EDT 63561481200000 -14400000
EST 63582040800000 -18000000
EDT 63593535600000 -14400000
EST 63614095200000 -18000000
EDT 63624985200000 -14400000
EST 63645544800000 -18000000
EDT 63656434800000 -14400000
EST 63676994400000 -18000000
EDT 63687884400000 -14400000
EST 63708444000000 -18000000
EDT 63719334000000 -14400000
EST 63739893600000 -18000000
EDT 63751388400000 -14400000
EST 63771948000000 -18000000
EDT 63782838000000 -14400000
EST 63803397600000 -18000000
EDT 63814287600000 -14400000
EST 63834847200000 -18000000
EDT 63845737200000 -14400000
EST 63866296800000 -18000000
EDT 63877186800000 -14400000
EST 63897746400000 -18000000
EDT 63908636400000 -14400000
EST 63929196000000 -18000000
EDT 63940690800000 -14400000
EST 63961250400000 -18000000
EDT 63972140400000 -14400000
EST 63992700000000 -18000000
EDT 64003590000000 -14400000
EST 64024149600000 -18000000
EDT 64035039600000 -14400000
EST 64055599200000 -18000000
EDT 64066489200000 -14400000
EST 64087048800000 -18000000
EDT 64098543600000 -14400000
EST 64119103200000 -18000000
EDT 64129993200000 -14400000
EST 64150552800000 -18000000
EDT 64161442800000 -14400000
EST 64182002400000 -18000000
EDT 64192892400000 -14400000
EST 64213452000000 -18000000
EDT 64224342000000 -14400000
EST 64244901600000 -18000000
EDT 64255791600000 -14400000
EST 64276351200000 -18000000
EST 64283080447000 -18000000
EST 64283166847000 -18000000
