LMT 59988199552000 42596000
LMT 59988285952000 42596000
ANAT 60694488604000 43200000
ANAT 60888110400000 46800000
ANAST 62490567600000 50400000
ANAT 62506375200000 46800000
ANAST 62522103600000 46800000
ANAT 62537914800000 43200000
ANAST 62553643200000 46800000
ANAT 62569450800000 43200000
ANAST 62585265600000 46800000
ANAT 62600997600000 43200000
ANAST 62616722400000 46800000
ANAT 62632447200000 43200000
ANAST 62648172000000 46800000
ANAT 62663896800000 43200000
ANAST 62679621600000 46800000
ANAT 62695346400000 43200000
ANAST 62711071200000 46800000
ANAT 62726796000000 43200000
ANAST 62742520800000 46800000
ANAT 62758245600000 43200000
ANAST 62773970400000 46800000
ANAT 62790300000000 43200000
ANAST 62806024800000 43200000
ANAT 62821753200000 39600000
ANAT 62831430000000 43200000
ANAST 62837463600000 46800000
ANAT 62853184800000 43200000
ANAST 62868924000000 46800000
ANAT 62884648800000 43200000
ANAST 62900373600000 46800000
ANAT 62916098400000 43200000
ANAST 62931823200000 46800000
ANAT 62947548000000 43200000
ANAST 62963877600000 46800000
ANAT 62982021600000 43200000
ANAST 62995327200000 46800000
ANAT 63013471200000 43200000
ANAST 63026776800000 46800000
ANAT 63044920800000 43200000
ANAST 63058226400000 46800000
ANAT 63076975200000 43200000
ANAST 63089676000000 46800000
ANAT 63108424800000 43200000
ANAST 63121125600000 46800000
ANAT 63139874400000 43200000
ANAST 63153180000000 46800000
ANAT 63171324000000 43200000
ANAST 63184629600000 46800000
ANAT 63202773600000 43200000
ANAST 63216079200000 46800000
ANAT 63234828000000 43200000
ANAST 63247528800000 46800000
ANAT 63266277600000 43200000
ANAST 63278978400000 46800000
ANAT 63297727200000 43200000
ANAST 63310428000000 46800000
ANAT 63329176800000 43200000
ANAST 63342482400000 46800000
ANAT 63360626400000 43200000
ANAST 63373932000000 46800000
ANAT 63392076000000 43200000
ANAST 63405381600000 43200000
ANAT 63424134000000 39600000
ANAT 63436834800000 43200000
ANAT 64283080447000 43200000
ANAT 64283166847000 43200000
