SWAT,59988113152,5400
SWAT,59988199552,5400
SAST,60026308200,7200
SAST,61274620800,10800
SAST,61290342000,7200
CAT,62773567200,7200
WAT,62900920800,3600
WAST,62914237200,7200
WAT,62932377600,3600
WAST,62945686800,7200
WAT,62964432000,3600
WAST,62977136400,7200
WAT,62995881600,3600
WAST,63009190800,7200
WAT,63027331200,3600
WAST,63040640400,7200
WAT,63058780800,3600
WAST,63072090000,7200
WAT,63090230400,3600
WAST,63103539600,7200
WAT,63121680000,3600
WAST,63134989200,7200
WAT,63153734400,3600
WAST,63166438800,7200
WAT,63185184000,3600
WAST,63198493200,7200
WAT,63216633600,3600
WAST,63229942800,7200
WAT,63248083200,3600
WAST,63261392400,7200
WAT,63279532800,3600
WAST,63292842000,7200
WAT,63310982400,3600
WAST,63324291600,7200
WAT,63343036800,3600
WAST,63356346000,7200
WAT,63374486400,3600
WAST,63387795600,7200
WAT,63405936000,3600
WAST,63419245200,7200
WAT,63437385600,3600
WAST,63450694800,7200
WAT,63468835200,3600
WAST,63482144400,7200
WAT,63500889600,3600
WAST,63513594000,7200
WAT,63532339200,3600
WAST,63545648400,7200
WAT,63563788800,3600
WAST,63577098000,7200
WAT,63595238400,3600
WAST,63608547600,7200
WAT,63626688000,3600
WAST,63639997200,7200
WAT,63658137600,3600
WAST,63671446800,7200
WAT,63690192000,3600
WAST,63702896400,7200
WAT,63721641600,3600
WAST,63734950800,7200
WAT,63753091200,3600
WAST,63766400400,7200
WAT,63784540800,3600
WAST,63797850000,7200
WAT,63815990400,3600
WAST,63829299600,7200
WAT,63848044800,3600
WAST,63860749200,7200
WAT,63879494400,3600
WAST,63892803600,7200
WAT,63910944000,3600
WAST,63924253200,7200
WAT,63942393600,3600
WAST,63955702800,7200
WAT,63973843200,3600
WAST,63987152400,7200
WAT,64005292800,3600
WAST,64018602000,7200
WAT,64037347200,3600
WAST,64050051600,7200
WAT,64068796800,3600
WAST,64082106000,7200
WAT,64100246400,3600
WAST,64113555600,7200
WAT,64131696000,3600
WAST,64145005200,7200
WAT,64163145600,3600
WAST,64176454800,7200
WAT,64194595200,3600
WAST,64207904400,7200
WAT,64226649600,3600
WAST,64239958800,7200
WAT,64258099200,3600
WAST,64271408400,7200
WAST,64282994047,7200
WAST,64283080447,7200
