CMT,59988113152,-15408
CMT,59988199552,-15408
ART,60568143408,-14400
ARST,60902164800,-10800
ART,60912615600,-14400
ARST,60929640000,-10800
ART,60941559600,-14400
ARST,60962731200,-10800
ART,60973095600,-14400
ARST,60994267200,-10800
ART,61004631600,-14400
ARST,61025803200,-10800
ART,61036167600,-14400
ARST,61057339200,-10800
ART,61067790000,-14400
ARST,61088961600,-10800
ART,61099326000,-14400
ARST,61120497600,-10800
ART,61130862000,-14400
ARST,61152033600,-10800
ART,61162398000,-14400
ARST,61183569600,-10800
ART,61194020400,-14400
ARST,61204564800,-10800
ART,61234714800,-14400
ARST,61245259200,-10800
ART,61301847600,-14400
ARST,61308331200,-10800
ART,61383322800,-14400
ARST,61401816000,-10800
ART,61938270000,-14400
ARST,61944753600,-10800
ART,61951402800,-14400
ARST,61971105600,-10800
ART,61982938800,-14400
ARST,62002641600,-10800
ART,62014474800,-14400
ARST,62034177600,-10800
ART,62048775600,-14400
ARST,62064504000,-10800
ART,62080830000,-14400
ARST,62096558400,-10800
ART,62112279600,-14400
ART,62128008000,-10800
ARST,62263738800,-7200
ART,62272202400,-10800
ARST,62732545200,-7200
ART,62740663200,-10800
ARST,62760020400,-7200
WART,62772976800,-14400
WARST,62791560000,-10800
WART,62803393200,-14400
ART,62811345600,-10800
WARST,63074516400,-10800
ART,63087649200,-10800
WART,63221569200,-14400
ART,63226324800,-10800
ARST,63334580400,-7200
WARST,63336477600,-10800
WART,63340628400,-14400
WARST,63359380800,-10800
WART,63372078000,-14400
WARST,63390830400,-10800
WARST,64282994047,-10800
WARST,64283080447,-10800
